0,0
3,3
8,4
4,4
5,9
8,16
18,20
18,22
23,24
24,25
3,2
5,2
5,2
6,5
9,8
9,9
10,11
14,13
15,13
23,17
23,18
24,22
26,30
26,30
0,0
4,1
10,3
10,3
11,5
13,7
14,7
16,12
18,16
21,17
1,2
7,2
7,2
7,2
8,3
8,8
13,13
14,14
17,17
17,17
18,18
16,16
7,5
16,12
17,12
17,12
17,12
18,13
19,14
2,1
6,3
8,5
8,5
10,8
14,13
1,1
6,10
10,17
11,16
12,18
12,21
13,22
2,0
4,3
3,11
2,13
2,14
5,1
11,7
16,18
16,19
3,7
0,0
1,0
4,5
5,6
10,11
9,9
9,9
1,1
4,4
5,6
7,8
7,8
10,10
19,16
20,15
24,23
16,16
19,18
7,4
8,5
0,0
6,7
14,9
16,11
19,14
19,14
19,14
20,20
22,21
26,26
35,35
45,37
49,43
10,4
18,9
27,12
24,12
27,12
25,12
27,13
28,16
32,18
26,15
30,19
33,23
28,21
30,25
30,25
30,25
31,25
31,32
35,34
43,44
47,47
57,52
63,52
65,53
12,6
13,7
15,11
15,12
15,12
15,8
20,12
20,12
18,15
1,0
5,1
5,1
5,1
6,4
5,6
0,0
1,0
2,3
21,20
21,22
22,26
24,27
26,28
27,31
27,31
30,36
33,40
37,42
38,46
44,46
44,47
48,51
60,65
60,72
63,75
65,76
65,76
67,78
68,80
63,75
5,1
0,1
0,1
1,1
12,7
14,12
24,15
30,18
6,3
9,6
9,6
9,7
13,14
10,8
12,9
15,15
15,18
17,18
18,18
2,2
4,3
4,3
16,15
16,15
18,17
18,18
25,28
26,28
11,11
17,12
19,15
17,13
34,19
34,21
38,22
44,25
44,25
46,28
51,34
51,36
52,36
52,38
0,0
5,5
10,9
20,23
24,24
29,30
30,36
35,38
37,40
37,40
37,41
38,43
38,45
38,41
37,40
48,40
53,42
53,42
26,14
29,13
33,16
35,18
35,19
41,25
43,28
43,29
43,30
42,32
54,43
54,43
53,42
53,42
56,43
56,44
58,48
59,53
61,54
5,3
9,5
9,6
10,8
10,8
11,9
18,13
23,16
22,17
22,17
23,22
30,29
30,31
32,32
35,31
36,32
38,32
39,33
42,35
42,38
42,38
43,38
43,38
51,46
58,47
58,48
67,57
67,57
77,72
78,74
78,74
93,90
91,90
92,91
106,98
107,101
108,104
110,109
114,112
115,114
119,116
120,117
124,125
127,125
4,4
14,14
16,14
15,13
16,15
18,16
20,24
19,27
18,27
21,24
2,2
4,4
10,12
19,23
23,26
1,2
2,4
3,6
5,8
5,9
8,11
8,14
3,3
3,4
4,4
4,4
5,5
7,8
11,9
12,11
12,11
17,12
27,23
30,25
31,25
33,26
35,35
38,39
39,41
44,41
49,46
49,46
59,50
59,51
60,52
64,53
63,58
64,59
64,60
31,25
31,25
31,25
39,33
2,1
2,3
2,3
3,4
5,5
5,7
7,9
8,9
15,17
19,20
22,22
22,21
1,0
0,3
9,11
10,11
10,11
10,12
11,12
12,13
17,18
17,21
21,23
21,21
8,3
16,3
17,2
19,11
20,13
20,14
25,18
21,17
27,27
35,33
43,42
46,48
44,47
45,47
47,49
43,39
39,39
39,39
39,39
41,43
43,46
44,49
47,53
47,53
11,20
13,23
18,28
1,0
7,3
11,5
16,10
21,16
21,16
21,17
27,22
28,24
33,29
37,30
37,30
39,33
38,41
44,43
44,43
45,43
48,51
49,53
50,51
6,2
7,5
10,12
6,12
6,12
10,15
11,18
11,20
16,30
17,31
20,34
24,36
27,37
22,33
19,24
20,27
21,20
21,20
18,19
18,23
19,25
21,28
23,29
22,29
22,29
20,29
20,29
26,29
33,39
34,43
36,46
37,46
54,58
55,60
55,60
55,62
65,67
67,69
62,62
0,0
3,2
8,4
9,6
12,12
17,15
22,22
22,22
24,22
28,23
28,23
28,28
31,30
33,32
33,35
40,45
1,1
3,2
6,5
18,13
16,10
2,3
10,9
7,8
7,8
7,9
10,17
11,18
11,21
20,26
20,27
26,34
25,34
3,1
7,5
3,1
7,5
11,7
11,7
5,2
6,4
6,4
6,4
9,8
10,11
1,0
4,3
10,7
17,10
0,0
0,0
0,0
0,0
2,7
6,8
11,10
2,3
2,5
5,8
9,15
14,20
19,22
19,22
20,26
22,29
22,29
23,33
27,36
27,36
1,0
1,0
4,4
5,4
3,5
5,11
9,16
14,19
18,19
21,21
23,25
27,28
27,29
28,30
30,33
30,33
30,33
33,34
34,36
28,37
35,41
36,45
40,47
44,50
46,52
13,17
14,17
15,18
25,19
22,18
23,21
0,0
6,4
14,12
20,19
26,17
27,19
27,18
10,10
10,13
17,18
19,20
3,4
4,4
10,7
10,7
16,15
17,15
17,16
26,23
24,28
18,25
20,26
21,29
22,29
22,29
24,30
24,33
26,34
23,28
26,33
27,37
28,38
28,39
17,27
17,27
19,31
4,5
8,7
11,8
15,9
21,18
2,2
3,3
5,6
5,6
5,6
8,8
8,9
0,7
1,9
7,14
11,17
11,17
12,18
12,21
12,21
18,27
18,28
19,29
20,31
24,37
5,5
5,5
8,12
9,10
15,12
15,14
15,14
17,14
27,21
40,32
43,35
50,36
52,37
53,38
56,40
65,49
68,52
2,1
2,1
2,2
15,6
2,1
2,2
4,7
8,11
9,11
10,12
12,19
16,21
16,22
31,31
0,1
0,2
0,5
2,12
4,14
8,6
9,6
8,9
8,10
17,14
18,19
16,14
14,9
19,26
19,27
21,31
4,2
6,2
1,7
5,11
7,11
7,11
8,12
15,23
16,24
17,31
21,34
23,37
21,37
23,40
23,42
26,44
27,44
3,9
3,11
4,2
11,7
11,15
13,20
12,19
15,21
31,35
32,38
34,38
39,41
42,43
4,5
6,7
14,11
14,11
14,13
6,4
12,11
18,14
18,15
18,15
19,15
2,0
1,1
3,4
3,9
8,13
10,16
10,18
11,19
11,19
12,21
18,31
1,0
3,5
7,6
20,13
24,15
28,22
29,26
32,29
45,38
48,41
52,43
61,52
62,56
66,60
69,62
71,62
73,62
78,65
78,66
78,68
80,67
80,67
83,71
87,75
49,44
52,46
0,0
5,7
11,11
12,13
6,6
6,7
6,7
8,10
8,12
18,28
18,29
20,32
22,33
29,44
30,46
1,1
3,1
5,6
9,18
9,20
0,7
3,3
1,0
10,6
18,8
19,8
19,13
22,13
18,16
24,21
27,29
27,28
23,20
1,2
4,7
5,13
6,13
8,14
10,16
12,17
4,5
2,4
4,4
2,0
2,0
2,2
4,3
7,10
10,13
11,14
21,24
2,2
3,3
6,5
8,9
0,0
0,4
7,10
8,10
11,10
13,10
13,11
18,18
18,19
18,20
24,22
27,26
27,26
24,31
26,33
28,33
34,47
23,27
0,0
8,17
20,31
24,33
25,34
26,34
25,31
27,31
29,35
29,36
29,36
33,42
23,36
0,1
12,22
14,23
12,15
14,19
