15,20
6,7
17,17
20,19
23,22
23,22
3,2
2,0
3,0
5,2
9,5
11,7
20,11
26,19
31,19
32,23
32,21
34,25
34,25
34,25
34,25
35,26
39,29
47,36
48,36
43,31
29,18
30,23
40,26
10,8
15,15
15,16
21,23
21,24
25,26
18,17
22,14
20,13
23,16
22,19
23,25
24,26
24,26
24,26
26,26
27,34
29,36
30,36
27,41
28,42
31,47
29,49
33,49
1,0
3,4
7,10
14,13
14,14
19,17
20,22
20,24
24,32
28,35
28,36
35,43
35,44
2,0
6,2
6,3
6,3
11,8
20,15
28,19
30,20
31,21
32,23
36,23
36,23
36,25
0,0
0,0
2,1
7,4
2,0
2,0
5,6
8,6
9,9
4,3
4,3
7,3
9,4
9,4
6,4
10,5
14,9
16,10
13,19
10,11
12,11
9,10
16,10
21,12
26,19
26,17
32,25
35,25
36,25
17,18
19,22
21,23
24,24
25,25
2,0
3,2
4,4
12,11
16,13
6,3
1,0
2,0
12,6
17,8
21,13
22,14
20,14
22,19
22,20
32,25
32,26
32,27
34,27
34,27
35,29
38,33
